location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility,location_abbreviation,location_name
49,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,UT,Utah
49,CU-select,eligible,eligible,eligible,eligible,UT,Utah
49,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,UT,Utah
49,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,UT,Utah
49,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,UT,Utah
49,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,UT,Utah
49,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,UT,Utah
49,LANL-GrowthRate,eligible,eligible,eligible,eligible,UT,Utah
49,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,UT,Utah
49,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,UT,Utah
49,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,UT,Utah
49,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,UT,Utah
49,UCLA-SuEIR,eligible,eligible,eligible,eligible,UT,Utah
49,UMass-MechBayes,eligible,eligible,eligible,eligible,UT,Utah
49,UT-Mobility,eligible,eligible,eligible,eligible,UT,Utah
49,YYG-ParamSearch,eligible,eligible,eligible,eligible,UT,Utah
50,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VT,Vermont
50,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,VT,Vermont
50,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,VT,Vermont
50,CU-select,eligible,eligible,eligible,eligible,VT,Vermont
50,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VT,Vermont
50,GT-DeepCOVID,eligible,eligible,decreasing quantiles over time,Visual misalignment of predictive quantiles with JHU reference data.,VT,Vermont
50,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VT,Vermont
50,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VT,Vermont
50,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,VT,Vermont
50,LANL-GrowthRate,eligible,eligible,eligible,eligible,VT,Vermont
50,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,VT,Vermont
50,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VT,Vermont
50,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,VT,Vermont
50,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VT,Vermont
50,UCLA-SuEIR,eligible,eligible,eligible,eligible,VT,Vermont
50,UMass-MechBayes,eligible,eligible,eligible,eligible,VT,Vermont
50,UT-Mobility,eligible,eligible,eligible,eligible,VT,Vermont
50,YYG-ParamSearch,eligible,eligible,eligible,eligible,VT,Vermont
51,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VA,Virginia
51,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,VA,Virginia
51,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,VA,Virginia
51,CU-select,eligible,eligible,eligible,eligible,VA,Virginia
51,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VA,Virginia
51,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,VA,Virginia
51,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VA,Virginia
51,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VA,Virginia
51,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,VA,Virginia
51,LANL-GrowthRate,eligible,eligible,eligible,eligible,VA,Virginia
51,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,VA,Virginia
51,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VA,Virginia
51,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,VA,Virginia
51,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,VA,Virginia
51,UCLA-SuEIR,eligible,eligible,eligible,eligible,VA,Virginia
51,UMass-MechBayes,eligible,eligible,eligible,eligible,VA,Virginia
51,UT-Mobility,eligible,eligible,eligible,eligible,VA,Virginia
51,YYG-ParamSearch,eligible,eligible,eligible,eligible,VA,Virginia
53,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WA,Washington
53,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,WA,Washington
53,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,WA,Washington
53,CU-select,eligible,eligible,eligible,eligible,WA,Washington
53,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WA,Washington
53,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,WA,Washington
53,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WA,Washington
53,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WA,Washington
53,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,WA,Washington
53,LANL-GrowthRate,eligible,eligible,eligible,eligible,WA,Washington
53,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,WA,Washington
53,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WA,Washington
53,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WA,Washington
53,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WA,Washington
53,UCLA-SuEIR,eligible,eligible,eligible,eligible,WA,Washington
53,UMass-MechBayes,eligible,eligible,eligible,eligible,WA,Washington
53,UT-Mobility,eligible,eligible,eligible,eligible,WA,Washington
53,YYG-ParamSearch,eligible,eligible,eligible,eligible,WA,Washington
54,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WV,West Virginia
54,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,WV,West Virginia
54,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,WV,West Virginia
54,CU-select,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WV,West Virginia
54,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WV,West Virginia
54,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WV,West Virginia
54,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WV,West Virginia
54,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WV,West Virginia
54,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,WV,West Virginia
54,LANL-GrowthRate,eligible,eligible,eligible,eligible,WV,West Virginia
54,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,WV,West Virginia
54,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WV,West Virginia
54,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WV,West Virginia
54,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WV,West Virginia
54,UCLA-SuEIR,eligible,eligible,eligible,eligible,WV,West Virginia
54,UMass-MechBayes,eligible,eligible,eligible,eligible,WV,West Virginia
54,UT-Mobility,eligible,eligible,eligible,eligible,WV,West Virginia
54,YYG-ParamSearch,eligible,eligible,eligible,eligible,WV,West Virginia
55,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WI,Wisconsin
55,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,WI,Wisconsin
55,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,WI,Wisconsin
55,CU-select,eligible,eligible,eligible,eligible,WI,Wisconsin
55,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WI,Wisconsin
55,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WI,Wisconsin
55,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WI,Wisconsin
55,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WI,Wisconsin
55,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,WI,Wisconsin
55,LANL-GrowthRate,eligible,eligible,eligible,eligible,WI,Wisconsin
55,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,WI,Wisconsin
55,NotreDame-FRED,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WI,Wisconsin
55,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WI,Wisconsin
55,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WI,Wisconsin
55,UCLA-SuEIR,eligible,eligible,eligible,eligible,WI,Wisconsin
55,UMass-MechBayes,eligible,eligible,eligible,eligible,WI,Wisconsin
55,UT-Mobility,eligible,eligible,eligible,eligible,WI,Wisconsin
55,YYG-ParamSearch,eligible,eligible,eligible,eligible,WI,Wisconsin
56,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WY,Wyoming
56,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,WY,Wyoming
56,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,WY,Wyoming
56,CU-select,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WY,Wyoming
56,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WY,Wyoming
56,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WY,Wyoming
56,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WY,Wyoming
56,IowaStateLW-STEM,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WY,Wyoming
56,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,WY,Wyoming
56,LANL-GrowthRate,eligible,eligible,eligible,eligible,WY,Wyoming
56,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,WY,Wyoming
56,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,WY,Wyoming
56,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,WY,Wyoming
56,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,WY,Wyoming
56,UCLA-SuEIR,eligible,eligible,eligible,eligible,WY,Wyoming
56,UMass-MechBayes,eligible,eligible,eligible,eligible,WY,Wyoming
56,UT-Mobility,eligible,eligible,eligible,eligible,WY,Wyoming
56,YYG-ParamSearch,eligible,eligible,eligible,eligible,WY,Wyoming
66,Auquan-SEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,GU,Guam
66,CAN-SEIR_CAN,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,CovidAnalytics-DELPHI,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,CU-select,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,GU,Guam
66,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,GU,Guam
66,JHU_IDD-CovidSP,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,LANL-GrowthRate,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,MOBS-GLEAM_COVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,PSI-DRAFT,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,UA-EpiCovDA,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,GU,Guam
66,UCLA-SuEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,UMass-MechBayes,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,UT-Mobility,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,GU,Guam
66,YYG-ParamSearch,eligible,eligible,eligible,eligible,GU,Guam
69,Auquan-SEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,MP,Northern Mariana Islands
69,CAN-SEIR_CAN,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,CovidAnalytics-DELPHI,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,CU-select,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,MP,Northern Mariana Islands
69,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,MP,Northern Mariana Islands
69,JHU_IDD-CovidSP,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,LANL-GrowthRate,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,MOBS-GLEAM_COVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,PSI-DRAFT,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,UA-EpiCovDA,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,MP,Northern Mariana Islands
69,UCLA-SuEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,UMass-MechBayes,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,UT-Mobility,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,MP,Northern Mariana Islands
69,YYG-ParamSearch,eligible,eligible,eligible,eligible,MP,Northern Mariana Islands
72,Auquan-SEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,PR,Puerto Rico
72,CAN-SEIR_CAN,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,CovidAnalytics-DELPHI,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,CU-select,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,PR,Puerto Rico
72,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,PR,Puerto Rico
72,JHU_IDD-CovidSP,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,LANL-GrowthRate,eligible,eligible,eligible,eligible,PR,Puerto Rico
72,MOBS-GLEAM_COVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,PR,Puerto Rico
72,UA-EpiCovDA,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,PR,Puerto Rico
72,UCLA-SuEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,UMass-MechBayes,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,UT-Mobility,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PR,Puerto Rico
72,YYG-ParamSearch,eligible,eligible,eligible,eligible,PR,Puerto Rico
78,Auquan-SEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,VI,Virgin Islands
78,CAN-SEIR_CAN,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,CovidAnalytics-DELPHI,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,CU-select,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,VI,Virgin Islands
78,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,VI,Virgin Islands
78,JHU_IDD-CovidSP,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,LANL-GrowthRate,eligible,eligible,eligible,eligible,VI,Virgin Islands
78,MOBS-GLEAM_COVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,PSI-DRAFT,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,UA-EpiCovDA,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,VI,Virgin Islands
78,UCLA-SuEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,UMass-MechBayes,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,UT-Mobility,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,VI,Virgin Islands
78,YYG-ParamSearch,eligible,eligible,eligible,eligible,VI,Virgin Islands
US,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,US,United States
US,CAN-SEIR_CAN,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,US,United States
US,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,US,United States
US,CU-select,eligible,eligible,eligible,eligible,US,United States
US,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,US,United States
US,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,US,United States
US,Imperial-Ensemble2,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,US,United States
US,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,US,United States
US,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,US,United States
US,LANL-GrowthRate,eligible,eligible,eligible,eligible,US,United States
US,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,US,United States
US,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,US,United States
US,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,US,United States
US,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,US,United States
US,UCLA-SuEIR,eligible,eligible,eligible,eligible,US,United States
US,UMass-MechBayes,eligible,eligible,eligible,eligible,US,United States
US,UT-Mobility,eligible,eligible,eligible,eligible,US,United States
US,YYG-ParamSearch,eligible,eligible,eligible,eligible,US,United States
