target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.75,5921.844213616254
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.75,5945.552289787935
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.75,5987.288541264017
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.75,5995.878034791893
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.8,5931.538363691981
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.8,5955.139633019068
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.8,5997.390220044283
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.8,6003.052971190108
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.85,5944.0249076045875
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.85,5969.251554113774
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.85,6016.582106605361
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.85,6031.14195756692
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.9,5953.026254474955
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.9,5988.946786705689
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.9,6050.929480879807
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.9,6055.850515215778
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.95,5989.315488399207
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.95,6046.615142201087
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.95,6106.922722870296
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.95,6127.386677702207
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.975,6038.71727985074
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.975,6110.814412653226
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.975,6215.124198213035
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.975,6217.95272670916
1 wk ahead cum death,2021-06-28,2021-07-03,05,quantile,0.99,6205.760185548442
2 wk ahead cum death,2021-06-28,2021-07-10,05,quantile,0.99,6407.114717388339
3 wk ahead cum death,2021-06-28,2021-07-17,05,quantile,0.99,6603.824842256722
4 wk ahead cum death,2021-06-28,2021-07-24,05,quantile,0.99,6645.241057195356
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.01,63569.0
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.01,63569.0
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.01,63569.0
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.01,63569.0
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.025,63569.0
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.025,63569.0
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.025,63569.0
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.025,63569.0
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.05,63569.0
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.05,63569.0
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.05,63569.0
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.05,63569.0
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.1,63569.0
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.1,63569.0
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.1,63570.29184402012
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.1,63774.46661813029
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.15,63569.0
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.15,63663.53439508901
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.15,63685.992283126434
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.15,63909.271265886644
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.2,63629.63265263912
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.2,63772.95772114028
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.2,63785.44709986056
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.2,63961.8909545464
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.25,63650.4686622126
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.25,63813.206290463764
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.25,63969.459063929986
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.25,64026.32686795795
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.3,63689.76152764955
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.3,63851.49940029966
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.3,63973.296010962
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.3,64123.68487652626
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.35,63697.95495294845
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.35,63856.52430434475
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.35,64046.52330449683
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.35,64136.379473354355
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.4,63749.16250160099
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.4,63886.74084774323
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.4,64071.41747626614
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.4,64196.28340445401
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.45,63799.54641539344
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.45,63934.64092255059
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.45,64149.259251418305
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.45,64256.352187741526
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.5,63805.51998673831
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.5,64042.85756627334
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.5,64186.910734668825
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.5,64288.17185566082
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.55,63808.851049463054
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.55,64091.975399363786
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.55,64214.01402204903
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.55,64339.90848534727
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.6,63830.66551106045
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.6,64099.29250098468
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.6,64268.944451113886
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.6,64367.87530009153
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.65,63834.22744115123
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.65,64147.71212420902
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.65,64330.78620939355
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.65,64511.13402942599
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.7,63940.08602372334
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.7,64188.32244845912
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.7,64465.67854467395
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.7,64591.90929542632
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.75,63941.17909493848
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.75,64212.2023226247
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.75,64730.19028309551
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.75,64735.9247002499
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.8,64066.10663532354
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.8,64367.50981986957
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.8,64823.23600649504
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.8,64839.82091768024
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.85,64239.134467062344
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.85,64514.907055581745
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.85,65082.758365687085
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.85,65164.6423323113
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.9,64361.365101708565
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.9,64800.10966117494
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.9,65423.46117591293
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.9,65605.21796757646
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.95,64839.61861095911
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.95,65550.27250035552
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.95,66149.65537242203
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.95,66565.31827298514
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.975,65500.4976860927
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.975,66389.00225967834
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.975,67602.04914328142
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.975,67716.72169180925
1 wk ahead cum death,2021-06-28,2021-07-03,06,quantile,0.99,67700.71335796415
2 wk ahead cum death,2021-06-28,2021-07-10,06,quantile,0.99,70289.08131162947
3 wk ahead cum death,2021-06-28,2021-07-17,06,quantile,0.99,72710.76032163177
4 wk ahead cum death,2021-06-28,2021-07-24,06,quantile,0.99,73427.12287317366
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.01,6770.0
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.01,6770.0
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.01,6770.0
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.01,6770.0
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.025,6770.0
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.025,6770.0
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.025,6770.0
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.025,6770.0
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.05,6770.0
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.05,6770.0
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.05,6770.0
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.05,6778.059364807326
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.1,6770.0
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.1,6770.0
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.1,6771.253636682011
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.1,6817.768446593199
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.15,6770.0
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.15,6786.666298725062
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.15,6788.158214577334
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.15,6839.026015410496
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.2,6779.039390781189
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.2,6801.450781745954
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.2,6806.417979268263
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.2,6848.107981795806
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.25,6782.060515436291
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.25,6806.830848203019
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.25,6830.430378817191
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.25,6858.435131103715
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.3,6785.439095668591
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.3,6812.833363023099
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.3,6831.265822570691
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.3,6869.437778337377
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.35,6787.671913682985
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.35,6814.05746007274
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.35,6841.3522186427335
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.35,6873.92890697361
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.4,6796.576731044658
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.4,6821.133482418559
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.4,6844.718010440343
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.4,6884.089622040772
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.45,6803.54636563537
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.45,6825.835108368752
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.45,6859.726845710468
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.45,6894.52062596746
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.5,6804.700441864185
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.5,6839.9865116754645
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.5,6862.089678056827
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.5,6897.557874386231
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.55,6805.769125743948
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.55,6850.5610038998175
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.55,6868.747755282609
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.55,6904.212192824601
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.6,6809.297014040478
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.6,6851.900170615554
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.6,6877.290394637834
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.6,6909.086189998886
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.65,6810.014100316289
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.65,6856.190645879951
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.65,6886.845278791899
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.65,6931.540904420038
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.7,6822.024145356135
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.7,6862.938995179089
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.7,6903.457801444194
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.7,6941.045251921159
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.75,6822.950623416973
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.75,6866.879102021447
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.75,6940.649260202762
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.75,6963.371629743082
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.8,6839.49871651701
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.8,6887.149866626251
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.8,6957.949843205226
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.8,6978.446517180242
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.85,6861.161631434843
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.85,6909.366929753676
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.85,6989.569868776749
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.85,7031.260756215541
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.9,6878.303138653473
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.9,6947.344925545054
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.9,7063.669248793178
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.9,7067.552538254562
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.95,6943.003093140373
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.95,7055.77037816558
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.95,7168.69646807687
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.95,7199.2554379133535
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.975,7039.015660613519
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.975,7167.050056085219
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.975,7358.819982779542
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.975,7378.41990280236
1 wk ahead cum death,2021-06-28,2021-07-03,08,quantile,0.99,7350.2799191473705
2 wk ahead cum death,2021-06-28,2021-07-10,08,quantile,0.99,7717.57516191682
3 wk ahead cum death,2021-06-28,2021-07-17,08,quantile,0.99,8081.219850714346
4 wk ahead cum death,2021-06-28,2021-07-24,08,quantile,0.99,8150.046555572987
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.01,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.01,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.01,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.01,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.025,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.025,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.025,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.025,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.05,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.05,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.05,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.05,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.1,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.1,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.1,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.1,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.15,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.15,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.15,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.15,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.2,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.2,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.2,8275.0
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.2,8275.0
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.25,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.25,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.25,8276.290159652395
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.25,8277.820019923702
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.3,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.3,8275.0
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.3,8278.64198995268
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.3,8285.500393767526
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.35,8275.0
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.35,8275.12458678406
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.35,8285.766045576996
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.35,8286.184096336412
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.4,8277.48766731758
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.4,8278.590334712897
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.4,8287.361711116017
4 wk ahead cum death,2021-06-28,2021-07-24,09,quantile,0.4,8292.572722635276
1 wk ahead cum death,2021-06-28,2021-07-03,09,quantile,0.45,8280.64594246522
2 wk ahead cum death,2021-06-28,2021-07-10,09,quantile,0.45,8280.687540404382
3 wk ahead cum death,2021-06-28,2021-07-17,09,quantile,0.45,8291.637804015629
