model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,2373,1738,4096
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,135,71,314
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,241,83,675
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,359,104,1108
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,468,117,1529
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,156,98,393
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,248,111,713
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,318,131,854
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,355,141,951
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,287,125,771
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,587,184,1705
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,939,282,2766
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1243,357,3573
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,11,7,26
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,17,7,56
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,21,7,73
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,22,7,81
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,40,17,121
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,78,24,256
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,128,33,439
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,180,44,620
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,166,115,361
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,221,123,519
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,253,129,605
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,268,129,636
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,48,24,139
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,70,24,227
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,78,24,252
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,79,24,254
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3647,2459,7429
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,4296,2633,9674
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,4402,2681,10019
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,4407,2684,10033
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,39,26,86
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,63,27,174
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,89,34,286
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,113,35,376
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New York,12796,10280,19185
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New York,14275,10848,22567
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New York,14522,10997,22980
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New York,14542,11008,23000
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,205,98,627
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,333,119,1073
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,398,136,1239
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,414,138,1298
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,10,7,24
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,14,7,45
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,18,7,66
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,23,7,85
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,383,267,829
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,460,284,1086
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,480,292,1134
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,482,292,1137
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,198,117,458
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,347,136,974
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,524,170,1520
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,695,194,2162
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,184,102,490
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,328,132,981
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,495,170,1500
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,655,199,2036
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,78,58,130
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,115,65,239
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,154,79,346
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,188,91,443
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1066,623,2811
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1607,722,4782
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,1895,781,5802
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,1984,794,6104
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,138,69,361
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,278,86,850
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,457,106,1495
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,645,117,2330
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,152,87,381
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,250,107,712
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,361,138,994
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,470,161,1312
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,22,6,76
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,52,6,189
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,6,361
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,131,6,567
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,217,109,488
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,339,128,861
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,425,149,1085
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,467,160,1189
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,526,292,1273
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,953,357,2661
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,1445,472,4124
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1907,567,5566
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,32,18,94
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,57,18,204
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,87,25,304
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,118,32,423
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,42,27,112
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,68,28,244
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,97,35,342
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,127,42,425
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,28,27,33
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,30,27,42
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,34,27,51
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,35,27,58
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,260,153,709
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,462,188,1436
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,688,242,2068
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,879,278,2710
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,648,563,846
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,767,612,1121
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,829,639,1255
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,851,649,1287
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,24,6,104
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,49,6,241
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,64,6,329
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,69,6,369
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,235,161,489
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,306,181,707
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,333,190,772
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,338,191,780
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,0,0,1
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,2,0,13
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,9,0,54
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,21,0,121
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,California,932,662,1698
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,California,1261,757,2655
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,California,1431,826,3044
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,California,1476,849,3131
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,359,298,503
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,414,319,624
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,444,334,670
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,455,339,686
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,1243,721,2259
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,2338,978,4940
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,3476,1205,8155
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,4393,1311,10997
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,US,33519,24071,60323
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,US,44189,26564,91549
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,US,52487,28502,115920
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,US,59139,29584,137895
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,157,108,320
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,9,8,26
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,153,124,237
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,32,27,85
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,California,884,763,1058
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,432,339,648
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,824,590,1890
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,50,36,155
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,74,55,131
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,706,552,1032
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,607,497,851
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,11,9,22
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,30,27,59
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1290,914,2169
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,542,403,904
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,63,47,106
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,72,57,211
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,174,117,359
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,961,843,1967
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,22,19,53
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,419,295,746
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1463,1098,1969
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,1916,1533,3672
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,108,77,226
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,127,98,390
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,153,119,498
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,7,6,20
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,28,18,68
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,154,121,260
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,32,24,60
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3656,2892,5355
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,37,27,80
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New York,13596,11186,16180
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,140,104,242
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,8,7,23
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,360,276,660
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,126,99,278
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,69,57,98
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,941,707,1435
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Puerto Rico,65,47,150
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,129,76,325
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,116,91,193
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,15,8,35
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,159,120,268
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,433,338,650
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,23,18,49
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,31,27,71
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,230,167,405
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,U.S. Virgin Islands,1,1,4
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,640,570,727
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,7,6,28
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,199,155,368
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,3,0,40
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,260,127,754
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,12,8,53
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,200,135,407
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,40,27,176
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,California,1187,868,1778
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,622,389,1280
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1189,636,4113
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,74,37,395
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,106,63,281
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1042,643,2022
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,835,564,1539
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,13,9,40
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,33,27,99
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2134,1136,4920
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,820,473,1898
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,97,55,230
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,95,58,452
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,305,146,899
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1109,848,3547
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,25,19,98
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,722,359,1847
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2444,1427,4819
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2452,1602,6498
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,167,87,505
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,173,100,835
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,205,122,1044
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,8,6,38
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,47,22,168
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,210,133,494
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,44,26,116
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5139,3369,9966
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,53,29,175
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New York,17903,11806,27383
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,211,120,511
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,10,7,47
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,502,303,1289
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,167,105,554
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,92,63,166
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1472,858,3031
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Puerto Rico,98,51,354
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,249,97,1022
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,161,103,371
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,33,11,121
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,228,137,513
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,645,396,1345
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,30,19,95
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,37,28,135
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,368,199,919
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,U.S. Virgin Islands,1,1,8
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,799,629,1062
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,10,6,59
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,271,167,690
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0,92
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,385,144,1533
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,14,8,87
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,245,143,629
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,48,28,290
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,California,1492,944,2821
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,820,431,2260
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,1562,685,7154
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,106,38,772
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,142,69,517
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,1396,721,3518
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1081,612,2526
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,15,9,63
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,37,27,145
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,3105,1318,9823
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,1124,527,3457
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,137,62,452
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,120,59,817
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,475,166,1951
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1244,853,5262
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,30,19,157
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,1077,420,3765
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,3397,1660,10452
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2970,1660,9868
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,234,96,961
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,226,103,1398
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,265,124,1748
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,10,6,60
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,73,24,369
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,269,142,824
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,57,28,197
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,6477,3679,16518
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,74,31,330
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New York,21508,12000,42013
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,292,135,892
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,12,7,79
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,656,324,2136
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,210,109,940
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,116,67,278
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,2045,978,5285
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Puerto Rico,140,56,720
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,392,121,2765
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,212,111,642
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,59,14,353
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,299,150,819
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,894,443,2443
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,37,20,150
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,44,28,215
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,540,227,1830
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,U.S. Virgin Islands,2,1,13
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,948,667,1542
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,13,6,106
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,346,178,1085
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,11,0,161
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,526,158,2786
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,16,8,126
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,289,149,919
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,57,28,434
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,California,1773,1005,4152
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,1011,468,3654
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,1900,729,11526
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,141,39,1431
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,174,74,840
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,1752,777,5641
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,1318,651,3895
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,18,10,90
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,40,27,196
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,4063,1437,18234
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1425,577,5759
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,181,67,769
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,150,60,1310
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,680,187,4013
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1366,856,7038
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,33,19,220
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1436,468,7463
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,4244,1841,20507
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,3482,1712,13937
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,310,103,1672
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,283,105,2170
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,329,126,2737
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,11,6,82
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,103,27,718
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,326,149,1259
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,71,29,294
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,7618,3894,24885
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,97,33,572
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New York,24487,12039,61193
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,374,147,1499
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,14,7,122
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,815,340,3267
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,256,113,1446
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,140,71,412
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,2616,1076,8702
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Puerto Rico,186,60,1320
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,517,140,5806
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,264,119,1006
