,quantile,value,type,location,target,forecast_date,target_end_date
3969,0.400,41,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3970,0.450,44,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3971,0.500,47,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3972,NA,47,point,46,2 wk ahead cum death,2020-05-03,2020-05-16
3973,0.550,51,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3974,0.600,55,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3975,0.650,60,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3976,0.700,65,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3977,0.750,74,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3978,0.800,86,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3979,0.850,105,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3980,0.900,142,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3981,0.950,229,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3982,0.975,401,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3983,0.990,730,quantile,46,2 wk ahead cum death,2020-05-03,2020-05-16
3984,0.010,26,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3985,0.025,28,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3986,0.050,31,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3987,0.100,35,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3988,0.150,38,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3989,0.200,41,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3990,0.250,44,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3991,0.300,48,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3992,0.350,52,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3993,0.400,56,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3994,0.450,62,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3995,0.500,73,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3996,NA,73,point,46,3 wk ahead cum death,2020-05-03,2020-05-23
3997,0.550,84,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3998,0.600,96,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
3999,0.650,116,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4000,0.700,149,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4001,0.750,193,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4002,0.800,265,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4003,0.850,359,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4004,0.900,569,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4005,0.950,1068,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4006,0.975,1449,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4007,0.990,2102,quantile,46,3 wk ahead cum death,2020-05-03,2020-05-23
4008,0.010,27,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4009,0.025,30,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4010,0.050,33,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4011,0.100,39,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4012,0.150,43,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4013,0.200,48,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4014,0.250,54,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4015,0.300,61,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4016,0.350,67,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4017,0.400,78,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4018,0.450,91,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4019,0.500,112,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4020,NA,112,point,46,4 wk ahead cum death,2020-05-03,2020-05-30
4021,0.550,140,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4022,0.600,175,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4023,0.650,247,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4024,0.700,362,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4025,0.750,531,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4026,0.800,782,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4027,0.850,1109,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4028,0.900,1581,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4029,0.950,2242,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4030,0.975,2727,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4031,0.990,3262,quantile,46,4 wk ahead cum death,2020-05-03,2020-05-30
4032,0.010,190,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4033,0.025,192,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4034,0.050,194,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4035,0.100,198,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4036,0.150,200,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4037,0.200,202,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4038,0.250,204,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4039,0.300,206,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4040,0.350,207,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4041,0.400,209,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4042,0.450,210,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4043,0.500,211,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4044,NA,211,point,47,1 wk ahead cum death,2020-05-03,2020-05-09
4045,0.550,213,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4046,0.600,215,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4047,0.650,217,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4048,0.700,219,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4049,0.750,221,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4050,0.800,225,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4051,0.850,229,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4052,0.900,235,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4053,0.950,250,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4054,0.975,276,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4055,0.990,340,quantile,47,1 wk ahead cum death,2020-05-03,2020-05-09
4056,0.010,194,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4057,0.025,195,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4058,0.050,198,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4059,0.100,202,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4060,0.150,205,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4061,0.200,207,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4062,0.250,210,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4063,0.300,212,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4064,0.350,213,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4065,0.400,215,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4066,0.450,217,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4067,0.500,219,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4068,NA,219,point,47,2 wk ahead cum death,2020-05-03,2020-05-16
4069,0.550,221,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4070,0.600,224,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4071,0.650,226,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4072,0.700,230,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4073,0.750,233,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4074,0.800,240,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4075,0.850,247,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4076,0.900,269,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4077,0.950,350,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4078,0.975,522,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4079,0.990,1752,quantile,47,2 wk ahead cum death,2020-05-03,2020-05-16
4080,0.010,195,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4081,0.025,196,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4082,0.050,200,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4083,0.100,204,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4084,0.150,207,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4085,0.200,210,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4086,0.250,213,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4087,0.300,215,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4088,0.350,217,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4089,0.400,219,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4090,0.450,222,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4091,0.500,224,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4092,NA,224,point,47,3 wk ahead cum death,2020-05-03,2020-05-23
4093,0.550,227,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4094,0.600,230,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4095,0.650,233,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4096,0.700,239,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4097,0.750,244,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4098,0.800,253,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4099,0.850,273,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4100,0.900,326,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4101,0.950,769,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4102,0.975,1855,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4103,0.990,10498,quantile,47,3 wk ahead cum death,2020-05-03,2020-05-23
4104,0.010,195,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4105,0.025,197,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4106,0.050,201,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4107,0.100,205,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4108,0.150,209,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4109,0.200,211,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4110,0.250,214,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4111,0.300,217,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4112,0.350,220,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4113,0.400,222,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4114,0.450,225,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4115,0.500,227,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4116,NA,227,point,47,4 wk ahead cum death,2020-05-03,2020-05-30
4117,0.550,231,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4118,0.600,234,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4119,0.650,239,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4120,0.700,246,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4121,0.750,256,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4122,0.800,271,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4123,0.850,320,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4124,0.900,571,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4125,0.950,2998,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4126,0.975,10505,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4127,0.990,23544,quantile,47,4 wk ahead cum death,2020-05-03,2020-05-30
4128,0.010,862,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4129,0.025,877,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4130,0.050,891,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4131,0.100,923,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4132,0.150,942,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4133,0.200,956,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4134,0.250,969,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4135,0.300,981,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4136,0.350,994,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4137,0.400,1007,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4138,0.450,1019,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4139,0.500,1032,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4140,NA,1032,point,48,1 wk ahead cum death,2020-05-03,2020-05-09
4141,0.550,1044,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4142,0.600,1053,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4143,0.650,1068,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4144,0.700,1085,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4145,0.750,1105,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4146,0.800,1131,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4147,0.850,1165,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4148,0.900,1214,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4149,0.950,1312,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4150,0.975,1407,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4151,0.990,1567,quantile,48,1 wk ahead cum death,2020-05-03,2020-05-09
4152,0.010,915,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4153,0.025,934,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4154,0.050,958,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4155,0.100,1006,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4156,0.150,1032,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4157,0.200,1049,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4158,0.250,1074,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4159,0.300,1099,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4160,0.350,1125,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4161,0.400,1148,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4162,0.450,1167,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4163,0.500,1191,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4164,NA,1191,point,48,2 wk ahead cum death,2020-05-03,2020-05-16
4165,0.550,1224,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4166,0.600,1260,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4167,0.650,1307,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4168,0.700,1361,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4169,0.750,1442,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4170,0.800,1532,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4171,0.850,1670,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4172,0.900,1962,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4173,0.950,2834,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4174,0.975,3994,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4175,0.990,12101,quantile,48,2 wk ahead cum death,2020-05-03,2020-05-16
4176,0.010,945,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4177,0.025,972,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4178,0.050,1000,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4179,0.100,1057,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4180,0.150,1092,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4181,0.200,1124,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4182,0.250,1153,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4183,0.300,1199,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4184,0.350,1231,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4185,0.400,1261,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4186,0.450,1297,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4187,0.500,1352,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4188,NA,1352,point,48,3 wk ahead cum death,2020-05-03,2020-05-23
4189,0.550,1405,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4190,0.600,1495,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4191,0.650,1603,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4192,0.700,1747,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4193,0.750,1951,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4194,0.800,2398,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4195,0.850,3119,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4196,0.900,5485,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4197,0.950,13422,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4198,0.975,38921,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4199,0.990,120782,quantile,48,3 wk ahead cum death,2020-05-03,2020-05-23
4200,0.010,965,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4201,0.025,995,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4202,0.050,1031,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4203,0.100,1087,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4204,0.150,1134,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4205,0.200,1174,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4206,0.250,1212,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4207,0.300,1266,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4208,0.350,1307,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4209,0.400,1363,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4210,0.450,1422,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4211,0.500,1510,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4212,NA,1510,point,48,4 wk ahead cum death,2020-05-03,2020-05-30
4213,0.550,1620,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4214,0.600,1768,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4215,0.650,2017,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4216,0.700,2365,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4217,0.750,3030,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4218,0.800,4554,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4219,0.850,7346,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4220,0.900,22551,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4221,0.950,89504,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4222,0.975,221566,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4223,0.990,375635,quantile,48,4 wk ahead cum death,2020-05-03,2020-05-30
4224,0.010,50,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4225,0.025,52,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4226,0.050,53,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4227,0.100,55,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4228,0.150,56,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4229,0.200,57,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4230,0.250,58,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4231,0.300,58,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4232,0.350,59,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4233,0.400,60,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4234,0.450,61,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4235,0.500,61,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4236,NA,61,point,49,1 wk ahead cum death,2020-05-03,2020-05-09
4237,0.550,62,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4238,0.600,63,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4239,0.650,64,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4240,0.700,66,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4241,0.750,67,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4242,0.800,68,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4243,0.850,70,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4244,0.900,73,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4245,0.950,77,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4246,0.975,82,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4247,0.990,94,quantile,49,1 wk ahead cum death,2020-05-03,2020-05-09
4248,0.010,54,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4249,0.025,56,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4250,0.050,58,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4251,0.100,61,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4252,0.150,62,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4253,0.200,64,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4254,0.250,65,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4255,0.300,67,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4256,0.350,69,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4257,0.400,70,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4258,0.450,72,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4259,0.500,74,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4260,NA,74,point,49,2 wk ahead cum death,2020-05-03,2020-05-16
4261,0.550,76,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4262,0.600,79,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4263,0.650,82,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4264,0.700,85,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4265,0.750,89,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4266,0.800,94,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4267,0.850,101,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4268,0.900,114,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4269,0.950,150,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4270,0.975,241,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4271,0.990,595,quantile,49,2 wk ahead cum death,2020-05-03,2020-05-16
4272,0.010,56,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4273,0.025,59,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4274,0.050,61,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4275,0.100,64,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4276,0.150,67,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4277,0.200,70,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4278,0.250,72,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4279,0.300,74,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4280,0.350,76,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4281,0.400,80,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4282,0.450,83,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4283,0.500,86,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4284,NA,86,point,49,3 wk ahead cum death,2020-05-03,2020-05-23
4285,0.550,90,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4286,0.600,96,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4287,0.650,104,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4288,0.700,114,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4289,0.750,126,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4290,0.800,145,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4291,0.850,183,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4292,0.900,278,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4293,0.950,620,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4294,0.975,1765,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4295,0.990,5355,quantile,49,3 wk ahead cum death,2020-05-03,2020-05-23
4296,0.010,58,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4297,0.025,61,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4298,0.050,63,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4299,0.100,67,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4300,0.150,71,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4301,0.200,74,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4302,0.250,78,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4303,0.300,80,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4304,0.350,84,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4305,0.400,88,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4306,0.450,94,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4307,0.500,99,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4308,NA,99,point,49,4 wk ahead cum death,2020-05-03,2020-05-30
4309,0.550,107,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4310,0.600,118,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4311,0.650,132,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4312,0.700,159,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4313,0.750,204,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4314,0.800,265,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4315,0.850,443,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
4316,0.900,1106,quantile,49,4 wk ahead cum death,2020-05-03,2020-05-30
