,quantile,value,type,location,target,forecast_date
29267,0.500,2835,quantile,51,5 wk ahead cum death,2020-04-26
29268,NA,2835,point,51,5 wk ahead cum death,2020-04-26
29269,0.550,3237,quantile,51,5 wk ahead cum death,2020-04-26
29270,0.600,3822,quantile,51,5 wk ahead cum death,2020-04-26
29271,0.650,4536,quantile,51,5 wk ahead cum death,2020-04-26
29272,0.700,5867,quantile,51,5 wk ahead cum death,2020-04-26
29273,0.750,7449,quantile,51,5 wk ahead cum death,2020-04-26
29274,0.800,9657,quantile,51,5 wk ahead cum death,2020-04-26
29275,0.850,13196,quantile,51,5 wk ahead cum death,2020-04-26
29276,0.900,20022,quantile,51,5 wk ahead cum death,2020-04-26
29277,0.950,37297,quantile,51,5 wk ahead cum death,2020-04-26
29278,0.975,65690,quantile,51,5 wk ahead cum death,2020-04-26
29279,0.990,90135,quantile,51,5 wk ahead cum death,2020-04-26
29280,0.010,925,quantile,51,6 wk ahead cum death,2020-04-26
29281,0.025,1027,quantile,51,6 wk ahead cum death,2020-04-26
29282,0.050,1154,quantile,51,6 wk ahead cum death,2020-04-26
29283,0.100,1370,quantile,51,6 wk ahead cum death,2020-04-26
29284,0.150,1530,quantile,51,6 wk ahead cum death,2020-04-26
29285,0.200,1713,quantile,51,6 wk ahead cum death,2020-04-26
29286,0.250,1947,quantile,51,6 wk ahead cum death,2020-04-26
29287,0.300,2183,quantile,51,6 wk ahead cum death,2020-04-26
29288,0.350,2447,quantile,51,6 wk ahead cum death,2020-04-26
29289,0.400,2825,quantile,51,6 wk ahead cum death,2020-04-26
29290,0.450,3330,quantile,51,6 wk ahead cum death,2020-04-26
29291,0.500,3726,quantile,51,6 wk ahead cum death,2020-04-26
29292,NA,3726,point,51,6 wk ahead cum death,2020-04-26
29293,0.550,4447,quantile,51,6 wk ahead cum death,2020-04-26
29294,0.600,5351,quantile,51,6 wk ahead cum death,2020-04-26
29295,0.650,7017,quantile,51,6 wk ahead cum death,2020-04-26
29296,0.700,9665,quantile,51,6 wk ahead cum death,2020-04-26
29297,0.750,13394,quantile,51,6 wk ahead cum death,2020-04-26
29298,0.800,18277,quantile,51,6 wk ahead cum death,2020-04-26
29299,0.850,27378,quantile,51,6 wk ahead cum death,2020-04-26
29300,0.900,43282,quantile,51,6 wk ahead cum death,2020-04-26
29301,0.950,70676,quantile,51,6 wk ahead cum death,2020-04-26
29302,0.975,103901,quantile,51,6 wk ahead cum death,2020-04-26
29303,0.990,150140,quantile,51,6 wk ahead cum death,2020-04-26
29304,0.010,881,quantile,51,7 wk ahead cum death,2020-04-26
29305,0.025,1046,quantile,51,7 wk ahead cum death,2020-04-26
29306,0.050,1177,quantile,51,7 wk ahead cum death,2020-04-26
29307,0.100,1441,quantile,51,7 wk ahead cum death,2020-04-26
29308,0.150,1703,quantile,51,7 wk ahead cum death,2020-04-26
29309,0.200,1911,quantile,51,7 wk ahead cum death,2020-04-26
29310,0.250,2142,quantile,51,7 wk ahead cum death,2020-04-26
29311,0.300,2450,quantile,51,7 wk ahead cum death,2020-04-26
29312,0.350,2829,quantile,51,7 wk ahead cum death,2020-04-26
29313,0.400,3345,quantile,51,7 wk ahead cum death,2020-04-26
29314,0.450,4216,quantile,51,7 wk ahead cum death,2020-04-26
29315,0.500,5059,quantile,51,7 wk ahead cum death,2020-04-26
29316,NA,5059,point,51,7 wk ahead cum death,2020-04-26
29317,0.550,6125,quantile,51,7 wk ahead cum death,2020-04-26
29318,0.600,7997,quantile,51,7 wk ahead cum death,2020-04-26
29319,0.650,11004,quantile,51,7 wk ahead cum death,2020-04-26
29320,0.700,15152,quantile,51,7 wk ahead cum death,2020-04-26
29321,0.750,22484,quantile,51,7 wk ahead cum death,2020-04-26
29322,0.800,31711,quantile,51,7 wk ahead cum death,2020-04-26
29323,0.850,50370,quantile,51,7 wk ahead cum death,2020-04-26
29324,0.900,71067,quantile,51,7 wk ahead cum death,2020-04-26
29325,0.950,117953,quantile,51,7 wk ahead cum death,2020-04-26
29326,0.975,154109,quantile,51,7 wk ahead cum death,2020-04-26
29327,0.990,180851,quantile,51,7 wk ahead cum death,2020-04-26
29328,0.010,945,quantile,51,8 wk ahead cum death,2020-04-26
29329,0.025,1073,quantile,51,8 wk ahead cum death,2020-04-26
29330,0.050,1240,quantile,51,8 wk ahead cum death,2020-04-26
29331,0.100,1535,quantile,51,8 wk ahead cum death,2020-04-26
29332,0.150,1801,quantile,51,8 wk ahead cum death,2020-04-26
29333,0.200,2079,quantile,51,8 wk ahead cum death,2020-04-26
29334,0.250,2377,quantile,51,8 wk ahead cum death,2020-04-26
29335,0.300,2766,quantile,51,8 wk ahead cum death,2020-04-26
29336,0.350,3251,quantile,51,8 wk ahead cum death,2020-04-26
29337,0.400,4084,quantile,51,8 wk ahead cum death,2020-04-26
29338,0.450,5146,quantile,51,8 wk ahead cum death,2020-04-26
29339,0.500,6578,quantile,51,8 wk ahead cum death,2020-04-26
29340,NA,6578,point,51,8 wk ahead cum death,2020-04-26
29341,0.550,8395,quantile,51,8 wk ahead cum death,2020-04-26
29342,0.600,10835,quantile,51,8 wk ahead cum death,2020-04-26
29343,0.650,15727,quantile,51,8 wk ahead cum death,2020-04-26
29344,0.700,24212,quantile,51,8 wk ahead cum death,2020-04-26
29345,0.750,37804,quantile,51,8 wk ahead cum death,2020-04-26
29346,0.800,50313,quantile,51,8 wk ahead cum death,2020-04-26
29347,0.850,75871,quantile,51,8 wk ahead cum death,2020-04-26
29348,0.900,111908,quantile,51,8 wk ahead cum death,2020-04-26
29349,0.950,147800,quantile,51,8 wk ahead cum death,2020-04-26
29350,0.975,183008,quantile,51,8 wk ahead cum death,2020-04-26
29351,0.990,212839,quantile,51,8 wk ahead cum death,2020-04-26
29352,0.010,944,quantile,51,9 wk ahead cum death,2020-04-26
29353,0.025,1082,quantile,51,9 wk ahead cum death,2020-04-26
29354,0.050,1283,quantile,51,9 wk ahead cum death,2020-04-26
29355,0.100,1508,quantile,51,9 wk ahead cum death,2020-04-26
29356,0.150,1875,quantile,51,9 wk ahead cum death,2020-04-26
29357,0.200,2188,quantile,51,9 wk ahead cum death,2020-04-26
29358,0.250,2498,quantile,51,9 wk ahead cum death,2020-04-26
29359,0.300,3117,quantile,51,9 wk ahead cum death,2020-04-26
29360,0.350,3787,quantile,51,9 wk ahead cum death,2020-04-26
29361,0.400,4686,quantile,51,9 wk ahead cum death,2020-04-26
29362,0.450,6110,quantile,51,9 wk ahead cum death,2020-04-26
29363,0.500,8124,quantile,51,9 wk ahead cum death,2020-04-26
29364,NA,8124,point,51,9 wk ahead cum death,2020-04-26
29365,0.550,11529,quantile,51,9 wk ahead cum death,2020-04-26
29366,0.600,16020,quantile,51,9 wk ahead cum death,2020-04-26
29367,0.650,24442,quantile,51,9 wk ahead cum death,2020-04-26
29368,0.700,37360,quantile,51,9 wk ahead cum death,2020-04-26
29369,0.750,52850,quantile,51,9 wk ahead cum death,2020-04-26
29370,0.800,77999,quantile,51,9 wk ahead cum death,2020-04-26
29371,0.850,107475,quantile,51,9 wk ahead cum death,2020-04-26
29372,0.900,139037,quantile,51,9 wk ahead cum death,2020-04-26
29373,0.950,176035,quantile,51,9 wk ahead cum death,2020-04-26
29374,0.975,225062,quantile,51,9 wk ahead cum death,2020-04-26
29375,0.990,257226,quantile,51,9 wk ahead cum death,2020-04-26
29376,0.010,880,quantile,51,10 wk ahead cum death,2020-04-26
29377,0.025,1074,quantile,51,10 wk ahead cum death,2020-04-26
29378,0.050,1314,quantile,51,10 wk ahead cum death,2020-04-26
29379,0.100,1592,quantile,51,10 wk ahead cum death,2020-04-26
29380,0.150,1901,quantile,51,10 wk ahead cum death,2020-04-26
29381,0.200,2355,quantile,51,10 wk ahead cum death,2020-04-26
29382,0.250,2824,quantile,51,10 wk ahead cum death,2020-04-26
29383,0.300,3425,quantile,51,10 wk ahead cum death,2020-04-26
29384,0.350,4202,quantile,51,10 wk ahead cum death,2020-04-26
29385,0.400,5494,quantile,51,10 wk ahead cum death,2020-04-26
29386,0.450,7873,quantile,51,10 wk ahead cum death,2020-04-26
29387,0.500,10495,quantile,51,10 wk ahead cum death,2020-04-26
29388,NA,10495,point,51,10 wk ahead cum death,2020-04-26
29389,0.550,15128,quantile,51,10 wk ahead cum death,2020-04-26
29390,0.600,21793,quantile,51,10 wk ahead cum death,2020-04-26
29391,0.650,32786,quantile,51,10 wk ahead cum death,2020-04-26
29392,0.700,54459,quantile,51,10 wk ahead cum death,2020-04-26
29393,0.750,70738,quantile,51,10 wk ahead cum death,2020-04-26
29394,0.800,100886,quantile,51,10 wk ahead cum death,2020-04-26
29395,0.850,133843,quantile,51,10 wk ahead cum death,2020-04-26
29396,0.900,160287,quantile,51,10 wk ahead cum death,2020-04-26
29397,0.950,199822,quantile,51,10 wk ahead cum death,2020-04-26
29398,0.975,233755,quantile,51,10 wk ahead cum death,2020-04-26
29399,0.990,271436,quantile,51,10 wk ahead cum death,2020-04-26
29400,0.010,906,quantile,51,11 wk ahead cum death,2020-04-26
29401,0.025,1067,quantile,51,11 wk ahead cum death,2020-04-26
29402,0.050,1307,quantile,51,11 wk ahead cum death,2020-04-26
29403,0.100,1627,quantile,51,11 wk ahead cum death,2020-04-26
29404,0.150,2017,quantile,51,11 wk ahead cum death,2020-04-26
29405,0.200,2443,quantile,51,11 wk ahead cum death,2020-04-26
29406,0.250,2949,quantile,51,11 wk ahead cum death,2020-04-26
29407,0.300,3612,quantile,51,11 wk ahead cum death,2020-04-26
29408,0.350,4705,quantile,51,11 wk ahead cum death,2020-04-26
29409,0.400,6337,quantile,51,11 wk ahead cum death,2020-04-26
29410,0.450,9140,quantile,51,11 wk ahead cum death,2020-04-26
29411,0.500,12891,quantile,51,11 wk ahead cum death,2020-04-26
29412,NA,12891,point,51,11 wk ahead cum death,2020-04-26
29413,0.550,19672,quantile,51,11 wk ahead cum death,2020-04-26
29414,0.600,30190,quantile,51,11 wk ahead cum death,2020-04-26
29415,0.650,46410,quantile,51,11 wk ahead cum death,2020-04-26
29416,0.700,74518,quantile,51,11 wk ahead cum death,2020-04-26
29417,0.750,96202,quantile,51,11 wk ahead cum death,2020-04-26
29418,0.800,130788,quantile,51,11 wk ahead cum death,2020-04-26
29419,0.850,155189,quantile,51,11 wk ahead cum death,2020-04-26
29420,0.900,187054,quantile,51,11 wk ahead cum death,2020-04-26
29421,0.950,226897,quantile,51,11 wk ahead cum death,2020-04-26
29422,0.975,263470,quantile,51,11 wk ahead cum death,2020-04-26
29423,0.990,299363,quantile,51,11 wk ahead cum death,2020-04-26
29424,0.010,920,quantile,51,12 wk ahead cum death,2020-04-26
29425,0.025,1161,quantile,51,12 wk ahead cum death,2020-04-26
29426,0.050,1384,quantile,51,12 wk ahead cum death,2020-04-26
29427,0.100,1673,quantile,51,12 wk ahead cum death,2020-04-26
29428,0.150,2112,quantile,51,12 wk ahead cum death,2020-04-26
29429,0.200,2525,quantile,51,12 wk ahead cum death,2020-04-26
29430,0.250,3083,quantile,51,12 wk ahead cum death,2020-04-26
29431,0.300,3869,quantile,51,12 wk ahead cum death,2020-04-26
29432,0.350,5043,quantile,51,12 wk ahead cum death,2020-04-26
29433,0.400,7079,quantile,51,12 wk ahead cum death,2020-04-26
29434,0.450,10996,quantile,51,12 wk ahead cum death,2020-04-26
29435,0.500,16928,quantile,51,12 wk ahead cum death,2020-04-26
29436,NA,16928,point,51,12 wk ahead cum death,2020-04-26
29437,0.550,26234,quantile,51,12 wk ahead cum death,2020-04-26
29438,0.600,39336,quantile,51,12 wk ahead cum death,2020-04-26
29439,0.650,60261,quantile,51,12 wk ahead cum death,2020-04-26
29440,0.700,92165,quantile,51,12 wk ahead cum death,2020-04-26
29441,0.750,114279,quantile,51,12 wk ahead cum death,2020-04-26
29442,0.800,149051,quantile,51,12 wk ahead cum death,2020-04-26
29443,0.850,171172,quantile,51,12 wk ahead cum death,2020-04-26
29444,0.900,198720,quantile,51,12 wk ahead cum death,2020-04-26
29445,0.950,245670,quantile,51,12 wk ahead cum death,2020-04-26
29446,0.975,278440,quantile,51,12 wk ahead cum death,2020-04-26
29447,0.990,318480,quantile,51,12 wk ahead cum death,2020-04-26
29448,0.010,969,quantile,51,13 wk ahead cum death,2020-04-26
29449,0.025,1126,quantile,51,13 wk ahead cum death,2020-04-26
29450,0.050,1367,quantile,51,13 wk ahead cum death,2020-04-26
29451,0.100,1710,quantile,51,13 wk ahead cum death,2020-04-26
29452,0.150,2067,quantile,51,13 wk ahead cum death,2020-04-26
29453,0.200,2636,quantile,51,13 wk ahead cum death,2020-04-26
29454,0.250,3307,quantile,51,13 wk ahead cum death,2020-04-26
29455,0.300,4312,quantile,51,13 wk ahead cum death,2020-04-26
29456,0.350,5678,quantile,51,13 wk ahead cum death,2020-04-26
29457,0.400,8538,quantile,51,13 wk ahead cum death,2020-04-26
29458,0.450,13205,quantile,51,13 wk ahead cum death,2020-04-26
29459,0.500,22036,quantile,51,13 wk ahead cum death,2020-04-26
29460,NA,22036,point,51,13 wk ahead cum death,2020-04-26
29461,0.550,34054,quantile,51,13 wk ahead cum death,2020-04-26
29462,0.600,49869,quantile,51,13 wk ahead cum death,2020-04-26
29463,0.650,80821,quantile,51,13 wk ahead cum death,2020-04-26
29464,0.700,106027,quantile,51,13 wk ahead cum death,2020-04-26
29465,0.750,133398,quantile,51,13 wk ahead cum death,2020-04-26
29466,0.800,161695,quantile,51,13 wk ahead cum death,2020-04-26
29467,0.850,191091,quantile,51,13 wk ahead cum death,2020-04-26
29468,0.900,217231,quantile,51,13 wk ahead cum death,2020-04-26
29469,0.950,268374,quantile,51,13 wk ahead cum death,2020-04-26
29470,0.975,310028,quantile,51,13 wk ahead cum death,2020-04-26
29471,0.990,354847,quantile,51,13 wk ahead cum death,2020-04-26
29472,0.010,928,quantile,51,14 wk ahead cum death,2020-04-26
29473,0.025,1100,quantile,51,14 wk ahead cum death,2020-04-26
29474,0.050,1286,quantile,51,14 wk ahead cum death,2020-04-26
29475,0.100,1693,quantile,51,14 wk ahead cum death,2020-04-26
29476,0.150,2130,quantile,51,14 wk ahead cum death,2020-04-26
29477,0.200,2683,quantile,51,14 wk ahead cum death,2020-04-26
29478,0.250,3382,quantile,51,14 wk ahead cum death,2020-04-26
29479,0.300,4547,quantile,51,14 wk ahead cum death,2020-04-26
29480,0.350,6117,quantile,51,14 wk ahead cum death,2020-04-26
29481,0.400,9167,quantile,51,14 wk ahead cum death,2020-04-26
29482,0.450,15423,quantile,51,14 wk ahead cum death,2020-04-26
29483,0.500,26555,quantile,51,14 wk ahead cum death,2020-04-26
29484,NA,26555,point,51,14 wk ahead cum death,2020-04-26
29485,0.550,43132,quantile,51,14 wk ahead cum death,2020-04-26
29486,0.600,63890,quantile,51,14 wk ahead cum death,2020-04-26
29487,0.650,94113,quantile,51,14 wk ahead cum death,2020-04-26
29488,0.700,125803,quantile,51,14 wk ahead cum death,2020-04-26
29489,0.750,148423,quantile,51,14 wk ahead cum death,2020-04-26
29490,0.800,174257,quantile,51,14 wk ahead cum death,2020-04-26
29491,0.850,199732,quantile,51,14 wk ahead cum death,2020-04-26
29492,0.900,225414,quantile,51,14 wk ahead cum death,2020-04-26
29493,0.950,273171,quantile,51,14 wk ahead cum death,2020-04-26
29494,0.975,308267,quantile,51,14 wk ahead cum death,2020-04-26
29495,0.990,344978,quantile,51,14 wk ahead cum death,2020-04-26
29496,0.010,907,quantile,51,15 wk ahead cum death,2020-04-26
29497,0.025,1103,quantile,51,15 wk ahead cum death,2020-04-26
29498,0.050,1293,quantile,51,15 wk ahead cum death,2020-04-26
29499,0.100,1709,quantile,51,15 wk ahead cum death,2020-04-26
29500,0.150,2139,quantile,51,15 wk ahead cum death,2020-04-26
29501,0.200,2712,quantile,51,15 wk ahead cum death,2020-04-26
29502,0.250,3483,quantile,51,15 wk ahead cum death,2020-04-26
29503,0.300,4617,quantile,51,15 wk ahead cum death,2020-04-26
29504,0.350,6589,quantile,51,15 wk ahead cum death,2020-04-26
29505,0.400,11134,quantile,51,15 wk ahead cum death,2020-04-26
29506,0.450,17862,quantile,51,15 wk ahead cum death,2020-04-26
29507,0.500,31343,quantile,51,15 wk ahead cum death,2020-04-26
29508,NA,31343,point,51,15 wk ahead cum death,2020-04-26
29509,0.550,50898,quantile,51,15 wk ahead cum death,2020-04-26
29510,0.600,72204,quantile,51,15 wk ahead cum death,2020-04-26
29511,0.650,103261,quantile,51,15 wk ahead cum death,2020-04-26
29512,0.700,134707,quantile,51,15 wk ahead cum death,2020-04-26
29513,0.750,160799,quantile,51,15 wk ahead cum death,2020-04-26
29514,0.800,187820,quantile,51,15 wk ahead cum death,2020-04-26
29515,0.850,205921,quantile,51,15 wk ahead cum death,2020-04-26
29516,0.900,233350,quantile,51,15 wk ahead cum death,2020-04-26
29517,0.950,278451,quantile,51,15 wk ahead cum death,2020-04-26
29518,0.975,323663,quantile,51,15 wk ahead cum death,2020-04-26
29519,0.990,361638,quantile,51,15 wk ahead cum death,2020-04-26
29520,0.010,1003,quantile,51,16 wk ahead cum death,2020-04-26
29521,0.025,1123,quantile,51,16 wk ahead cum death,2020-04-26
29522,0.050,1331,quantile,51,16 wk ahead cum death,2020-04-26
29523,0.100,1720,quantile,51,16 wk ahead cum death,2020-04-26
29524,0.150,2231,quantile,51,16 wk ahead cum death,2020-04-26
29525,0.200,2803,quantile,51,16 wk ahead cum death,2020-04-26
29526,0.250,3524,quantile,51,16 wk ahead cum death,2020-04-26
29527,0.300,4981,quantile,51,16 wk ahead cum death,2020-04-26
29528,0.350,7254,quantile,51,16 wk ahead cum death,2020-04-26
29529,0.400,11830,quantile,51,16 wk ahead cum death,2020-04-26
29530,0.450,20688,quantile,51,16 wk ahead cum death,2020-04-26
29531,0.500,36975,quantile,51,16 wk ahead cum death,2020-04-26
29532,NA,36975,point,51,16 wk ahead cum death,2020-04-26
29533,0.550,58874,quantile,51,16 wk ahead cum death,2020-04-26
29534,0.600,88678,quantile,51,16 wk ahead cum death,2020-04-26
29535,0.650,122255,quantile,51,16 wk ahead cum death,2020-04-26
29536,0.700,147493,quantile,51,16 wk ahead cum death,2020-04-26
29537,0.750,169885,quantile,51,16 wk ahead cum death,2020-04-26
29538,0.800,195988,quantile,51,16 wk ahead cum death,2020-04-26
29539,0.850,221103,quantile,51,16 wk ahead cum death,2020-04-26
29540,0.900,244914,quantile,51,16 wk ahead cum death,2020-04-26
29541,0.950,282496,quantile,51,16 wk ahead cum death,2020-04-26
29542,0.975,335157,quantile,51,16 wk ahead cum death,2020-04-26
29543,0.990,385557,quantile,51,16 wk ahead cum death,2020-04-26
29544,0.010,1003,quantile,51,17 wk ahead cum death,2020-04-26
29545,0.025,1140,quantile,51,17 wk ahead cum death,2020-04-26
29546,0.050,1296,quantile,51,17 wk ahead cum death,2020-04-26
29547,0.100,1738,quantile,51,17 wk ahead cum death,2020-04-26
29548,0.150,2218,quantile,51,17 wk ahead cum death,2020-04-26
29549,0.200,2831,quantile,51,17 wk ahead cum death,2020-04-26
29550,0.250,3610,quantile,51,17 wk ahead cum death,2020-04-26
29551,0.300,5274,quantile,51,17 wk ahead cum death,2020-04-26
29552,0.350,8065,quantile,51,17 wk ahead cum death,2020-04-26
29553,0.400,12997,quantile,51,17 wk ahead cum death,2020-04-26
29554,0.450,23463,quantile,51,17 wk ahead cum death,2020-04-26
29555,0.500,47865,quantile,51,17 wk ahead cum death,2020-04-26
29556,NA,47865,point,51,17 wk ahead cum death,2020-04-26
29557,0.550,68390,quantile,51,17 wk ahead cum death,2020-04-26
29558,0.600,102223,quantile,51,17 wk ahead cum death,2020-04-26
29559,0.650,132825,quantile,51,17 wk ahead cum death,2020-04-26
29560,0.700,156218,quantile,51,17 wk ahead cum death,2020-04-26
29561,0.750,174991,quantile,51,17 wk ahead cum death,2020-04-26
29562,0.800,196163,quantile,51,17 wk ahead cum death,2020-04-26
29563,0.850,220899,quantile,51,17 wk ahead cum death,2020-04-26
29564,0.900,253383,quantile,51,17 wk ahead cum death,2020-04-26
29565,0.950,292865,quantile,51,17 wk ahead cum death,2020-04-26
29566,0.975,329364,quantile,51,17 wk ahead cum death,2020-04-26
29567,0.990,390732,quantile,51,17 wk ahead cum death,2020-04-26
29568,0.010,1000,quantile,51,18 wk ahead cum death,2020-04-26
29569,0.025,1146,quantile,51,18 wk ahead cum death,2020-04-26
29570,0.050,1359,quantile,51,18 wk ahead cum death,2020-04-26
29571,0.100,1675,quantile,51,18 wk ahead cum death,2020-04-26
29572,0.150,2177,quantile,51,18 wk ahead cum death,2020-04-26
29573,0.200,2928,quantile,51,18 wk ahead cum death,2020-04-26
29574,0.250,3996,quantile,51,18 wk ahead cum death,2020-04-26
29575,0.300,5447,quantile,51,18 wk ahead cum death,2020-04-26
29576,0.350,8605,quantile,51,18 wk ahead cum death,2020-04-26
29577,0.400,13721,quantile,51,18 wk ahead cum death,2020-04-26
29578,0.450,27404,quantile,51,18 wk ahead cum death,2020-04-26
29579,0.500,55652,quantile,51,18 wk ahead cum death,2020-04-26
29580,NA,55652,point,51,18 wk ahead cum death,2020-04-26
29581,0.550,78662,quantile,51,18 wk ahead cum death,2020-04-26
29582,0.600,107519,quantile,51,18 wk ahead cum death,2020-04-26
29583,0.650,140564,quantile,51,18 wk ahead cum death,2020-04-26
29584,0.700,163694,quantile,51,18 wk ahead cum death,2020-04-26
29585,0.750,181600,quantile,51,18 wk ahead cum death,2020-04-26
29586,0.800,203378,quantile,51,18 wk ahead cum death,2020-04-26
29587,0.850,225998,quantile,51,18 wk ahead cum death,2020-04-26
29588,0.900,257946,quantile,51,18 wk ahead cum death,2020-04-26
29589,0.950,307281,quantile,51,18 wk ahead cum death,2020-04-26
29590,0.975,343710,quantile,51,18 wk ahead cum death,2020-04-26
29591,0.990,386817,quantile,51,18 wk ahead cum death,2020-04-26
29592,0.010,934,quantile,51,19 wk ahead cum death,2020-04-26
29593,0.025,1111,quantile,51,19 wk ahead cum death,2020-04-26
29594,0.050,1349,quantile,51,19 wk ahead cum death,2020-04-26
29595,0.100,1785,quantile,51,19 wk ahead cum death,2020-04-26
29596,0.150,2259,quantile,51,19 wk ahead cum death,2020-04-26
29597,0.200,2894,quantile,51,19 wk ahead cum death,2020-04-26
29598,0.250,3840,quantile,51,19 wk ahead cum death,2020-04-26
29599,0.300,5357,quantile,51,19 wk ahead cum death,2020-04-26
29600,0.350,8627,quantile,51,19 wk ahead cum death,2020-04-26
29601,0.400,14924,quantile,51,19 wk ahead cum death,2020-04-26
29602,0.450,31634,quantile,51,19 wk ahead cum death,2020-04-26
29603,0.500,57709,quantile,51,19 wk ahead cum death,2020-04-26
29604,NA,57709,point,51,19 wk ahead cum death,2020-04-26
29605,0.550,89444,quantile,51,19 wk ahead cum death,2020-04-26
29606,0.600,115809,quantile,51,19 wk ahead cum death,2020-04-26
29607,0.650,144270,quantile,51,19 wk ahead cum death,2020-04-26
29608,0.700,166437,quantile,51,19 wk ahead cum death,2020-04-26
29609,0.750,184043,quantile,51,19 wk ahead cum death,2020-04-26
29610,0.800,210014,quantile,51,19 wk ahead cum death,2020-04-26
29611,0.850,235292,quantile,51,19 wk ahead cum death,2020-04-26
29612,0.900,262398,quantile,51,19 wk ahead cum death,2020-04-26
29613,0.950,304528,quantile,51,19 wk ahead cum death,2020-04-26
29614,0.975,351379,quantile,51,19 wk ahead cum death,2020-04-26
29615,0.990,395422,quantile,51,19 wk ahead cum death,2020-04-26
29616,0.010,923,quantile,51,20 wk ahead cum death,2020-04-26
29617,0.025,1105,quantile,51,20 wk ahead cum death,2020-04-26
29618,0.050,1297,quantile,51,20 wk ahead cum death,2020-04-26
29619,0.100,1781,quantile,51,20 wk ahead cum death,2020-04-26
29620,0.150,2216,quantile,51,20 wk ahead cum death,2020-04-26
29621,0.200,2949,quantile,51,20 wk ahead cum death,2020-04-26
29622,0.250,3946,quantile,51,20 wk ahead cum death,2020-04-26
29623,0.300,6124,quantile,51,20 wk ahead cum death,2020-04-26
29624,0.350,9191,quantile,51,20 wk ahead cum death,2020-04-26
29625,0.400,18790,quantile,51,20 wk ahead cum death,2020-04-26
29626,0.450,33734,quantile,51,20 wk ahead cum death,2020-04-26
29627,0.500,63902,quantile,51,20 wk ahead cum death,2020-04-26
29628,NA,63902,point,51,20 wk ahead cum death,2020-04-26
29629,0.550,94705,quantile,51,20 wk ahead cum death,2020-04-26
29630,0.600,120974,quantile,51,20 wk ahead cum death,2020-04-26
29631,0.650,146913,quantile,51,20 wk ahead cum death,2020-04-26
29632,0.700,166565,quantile,51,20 wk ahead cum death,2020-04-26
29633,0.750,190456,quantile,51,20 wk ahead cum death,2020-04-26
29634,0.800,210803,quantile,51,20 wk ahead cum death,2020-04-26
29635,0.850,237846,quantile,51,20 wk ahead cum death,2020-04-26
29636,0.900,263295,quantile,51,20 wk ahead cum death,2020-04-26
29637,0.950,300695,quantile,51,20 wk ahead cum death,2020-04-26
29638,0.975,349780,quantile,51,20 wk ahead cum death,2020-04-26
29639,0.990,408692,quantile,51,20 wk ahead cum death,2020-04-26
29640,0.010,966,quantile,51,21 wk ahead cum death,2020-04-26
29641,0.025,1049,quantile,51,21 wk ahead cum death,2020-04-26
29642,0.050,1334,quantile,51,21 wk ahead cum death,2020-04-26
29643,0.100,1740,quantile,51,21 wk ahead cum death,2020-04-26
29644,0.150,2277,quantile,51,21 wk ahead cum death,2020-04-26
29645,0.200,2938,quantile,51,21 wk ahead cum death,2020-04-26
29646,0.250,3956,quantile,51,21 wk ahead cum death,2020-04-26
29647,0.300,6250,quantile,51,21 wk ahead cum death,2020-04-26
29648,0.350,10312,quantile,51,21 wk ahead cum death,2020-04-26
29649,0.400,19102,quantile,51,21 wk ahead cum death,2020-04-26
29650,0.450,39584,quantile,51,21 wk ahead cum death,2020-04-26
29651,0.500,71072,quantile,51,21 wk ahead cum death,2020-04-26
29652,NA,71072,point,51,21 wk ahead cum death,2020-04-26
29653,0.550,105956,quantile,51,21 wk ahead cum death,2020-04-26
29654,0.600,128389,quantile,51,21 wk ahead cum death,2020-04-26
29655,0.650,152778,quantile,51,21 wk ahead cum death,2020-04-26
29656,0.700,172594,quantile,51,21 wk ahead cum death,2020-04-26
29657,0.750,192170,quantile,51,21 wk ahead cum death,2020-04-26
29658,0.800,218984,quantile,51,21 wk ahead cum death,2020-04-26
29659,0.850,241222,quantile,51,21 wk ahead cum death,2020-04-26
29660,0.900,273229,quantile,51,21 wk ahead cum death,2020-04-26
29661,0.950,323663,quantile,51,21 wk ahead cum death,2020-04-26
29662,0.975,374546,quantile,51,21 wk ahead cum death,2020-04-26
29663,0.990,435848,quantile,51,21 wk ahead cum death,2020-04-26
29664,0.010,847,quantile,51,22 wk ahead cum death,2020-04-26
29665,0.025,1082,quantile,51,22 wk ahead cum death,2020-04-26
29666,0.050,1341,quantile,51,22 wk ahead cum death,2020-04-26
29667,0.100,1785,quantile,51,22 wk ahead cum death,2020-04-26
29668,0.150,2301,quantile,51,22 wk ahead cum death,2020-04-26
29669,0.200,2989,quantile,51,22 wk ahead cum death,2020-04-26
29670,0.250,4216,quantile,51,22 wk ahead cum death,2020-04-26
29671,0.300,6117,quantile,51,22 wk ahead cum death,2020-04-26
29672,0.350,10783,quantile,51,22 wk ahead cum death,2020-04-26
29673,0.400,20047,quantile,51,22 wk ahead cum death,2020-04-26
29674,0.450,43415,quantile,51,22 wk ahead cum death,2020-04-26
29675,0.500,78191,quantile,51,22 wk ahead cum death,2020-04-26
29676,NA,78191,point,51,22 wk ahead cum death,2020-04-26
29677,0.550,103441,quantile,51,22 wk ahead cum death,2020-04-26
29678,0.600,134518,quantile,51,22 wk ahead cum death,2020-04-26
29679,0.650,154603,quantile,51,22 wk ahead cum death,2020-04-26
